epoch,out_0,out_1,step,train_loss
24,-0.009688664227724075,-0.011179355904459953,49,1.0224835872650146
49,0.0003899367293342948,-0.0011542479041963816,99,1.0023099184036255
74,0.010451667942106724,0.008589213714003563,149,0.9828953146934509
99,0.024611420929431915,0.021987689658999443,199,0.9565080404281616
124,0.04847756400704384,0.04446760565042496,249,0.9130420088768005
149,0.08723433315753937,0.08121810853481293,299,0.8441600799560547
174,0.14232023060321808,0.13417156040668488,349,0.7496588230133057
199,0.20767541229724884,0.1982681006193161,399,0.6427739262580872
224,0.2717488408088684,0.26262128353118896,449,0.5437272787094116
249,0.32577377557754517,0.31820476055145264,499,0.4648447036743164
274,0.3675416111946106,0.362167090177536,549,0.40683072805404663
299,0.39872822165489197,0.3957235515117645,599,0.36514997482299805
324,0.4218674898147583,0.42119812965393066,649,0.3350115716457367
349,0.43912509083747864,0.4406912922859192,699,0.3128262162208557
374,0.4520973563194275,0.45579633116722107,749,0.296157568693161
399,0.4619109332561493,0.46765846014022827,799,0.2833874821662903
424,0.4693569540977478,0.47709348797798157,849,0.2734312117099762
449,0.47499698400497437,0.48468679189682007,899,0.26554766297340393
474,0.479234904050827,0.49086394906044006,949,0.25921952724456787
499,0.48236626386642456,0.4959401786327362,999,0.2540762424468994
524,0.48461028933525085,0.5001521110534668,1049,0.2498478889465332
549,0.4861316680908203,0.5036807060241699,1099,0.2463328093290329
574,0.4870551824569702,0.506665825843811,1149,0.24337859451770782
599,0.48747628927230835,0.5092176198959351,1199,0.24086733162403107
624,0.4874679744243622,0.5114237070083618,1249,0.2387067675590515
649,0.4870864450931549,0.5133548974990845,1299,0.2368234395980835
674,0.4863736033439636,0.5150690078735352,1349,0.2351580411195755
699,0.485361248254776,0.5166137218475342,1399,0.23366226255893707
724,0.48407164216041565,0.5180292725563049,1449,0.23229576647281647
749,0.48252055048942566,0.5193502902984619,1499,0.2310241311788559
774,0.4807167649269104,0.5206065773963928,1549,0.22981803119182587
799,0.478663831949234,0.5218251347541809,1599,0.22865118086338043
824,0.4763604998588562,0.5230303406715393,1649,0.2275000363588333
849,0.47380080819129944,0.5242453217506409,1699,0.22634249925613403
874,0.4709743857383728,0.5254923105239868,1749,0.22515752911567688
899,0.4678666591644287,0.5267935395240784,1799,0.22392433881759644
924,0.464458703994751,0.528171956539154,1849,0.22262167930603027
949,0.4607273042201996,0.5296514630317688,1899,0.2212277203798294
974,0.4566444754600525,0.5312579870223999,1949,0.2197190523147583
999,0.45217713713645935,0.5330200791358948,1999,0.21807023882865906
1024,0.4472864866256714,0.5349694490432739,2049,0.216253399848938
1049,0.44192740321159363,0.5371412634849548,2099,0.21423819661140442
1074,0.4360480010509491,0.5395764112472534,2149,0.2119898647069931
1099,0.42958804965019226,0.5423207879066467,2199,0.2094702422618866
1124,0.422478049993515,0.5454267859458923,2249,0.20663678646087646
1149,0.41463804244995117,0.5489543676376343,2299,0.20344214141368866
1174,0.4059765040874481,0.552972137928009,2349,0.19983388483524323
1199,0.3963884115219116,0.5575572848320007,2399,0.19575554132461548
1224,0.3857554495334625,0.5627972483634949,2449,0.19114622473716736
1249,0.37394505739212036,0.5687889456748962,2499,0.18594296276569366
1274,0.3608142137527466,0.5756388306617737,2549,0.18008238077163696
1299,0.34621331095695496,0.5834606885910034,2599,0.1735049933195114
1324,0.3299979269504547,0.5923706293106079,2649,0.1661616861820221
1349,0.31204724311828613,0.6024790406227112,2699,0.1580229103565216
1374,0.292292982339859,0.6138792634010315,2749,0.14908921718597412
1399,0.2707585096359253,0.626626193523407,2799,0.13940797746181488
1424,0.24760720133781433,0.640713632106781,2849,0.1290866881608963
1449,0.2231850028038025,0.6560459733009338,2899,0.11830435693264008
1474,0.19804202020168304,0.6724168658256531,2949,0.1073106974363327
1499,0.17290517687797546,0.6895056366920471,2999,0.09640674293041229
1524,0.14859633147716522,0.7069014310836792,3049,0.08590676635503769
1549,0.12590458989143372,0.7241539359092712,3099,0.07609104365110397
1574,0.10545433312654495,0.740839421749115,3149,0.06716419756412506
1599,0.08761973679065704,0.7566163539886475,3199,0.0592355951666832
1624,0.0725073590874672,0.7712584137916565,3249,0.05232270807027817
1649,0.05999566242098808,0.7846539616584778,3299,0.046373914927244186
1674,0.04981237277388573,0.7967879772186279,3349,0.0412951223552227
1699,0.041612010449171066,0.8077134490013123,3399,0.036974113434553146
1724,0.03503961116075516,0.8175245523452759,3449,0.03329728543758392
1749,0.029769806191325188,0.8263338208198547,3499,0.03015993908047676
1774,0.025525446981191635,0.8342577219009399,3549,0.027470499277114868
1799,0.022083496674895287,0.8414071202278137,3599,0.025151697918772697
1824,0.019267451018095016,0.8478826284408569,3649,0.023139692842960358
1849,0.016942093148827553,0.8537724614143372,3699,0.021382492035627365
1874,0.015003858134150505,0.8591533303260803,3749,0.01983778178691864
1899,0.013373222202062607,0.864090621471405,3799,0.018471356481313705
1924,0.011989420279860497,0.8686399459838867,3849,0.01725546270608902
1949,0.010805712081491947,0.8728489279747009,3899,0.01616739295423031
1974,0.009785360656678677,0.8767575025558472,3949,0.015188711695373058
1999,0.008899438194930553,0.8804000616073608,3999,0.014304144307971
